Candida_glabrata	Candida_tropicalis	Debaryomyces_hansenii	Schizophyllum_commune	Saccharomyces_cerevisiae	Fusarium_oxysporum	Pyrenophora_tritici-repentis	Malassezia_globosa	Candida_albicans	Torulaspora_delbrueckii	Stereum_hirsutum	Coniosporium_apollinis	Trichosporon_asahii	Agaricus_bisporus	Candida_orthopsilosis	Malassezia_sympodialis	Cyphellophora_europaea	Wallemia_ichthyophaga	Pseudozyma_hubeiensis	Bipolaris_zeicola	Aureobasidium_namibiae	Aureobasidium_pullulans	Penicillium_expansum	Rhodotorula_graminis	Pneumocystis_jirovecii	Alternaria_alternata	Wickerhamomyces_anomalus	Hyphopichia_burtonii	Cyberlindnera_jadinii	Tilletiopsis_washingtonensis	Malassezia_restricta	Byssochlamys_spectabilis	Sporisorium_graminicola	Ramularia_collo-cygni
0	0	0	0	0	0	0	14249	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	11
0	0	0	0	0	0	0	12468	0	0	0	0	22	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	71
0	0	0	0	0	0	0	9390	1	0	0	1	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1934
0	0	0	0	0	0	0	7825	0	0	0	0	7817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	1	16301
0	0	0	0	6	0	0	4760	0	0	0	0	11658	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	20	0	0	33996
0	0	0	0	0	0	0	9416	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	96
0	0	0	0	3	0	0	14889	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	520
0	0	0	0	3	0	0	7458	0	0	0	0	10880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	25900
0	0	0	0	0	0	0	10317	2	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	74
0	0	0	0	0	0	0	6796	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	104
0	0	0	0	0	0	0	7207	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
0	0	0	0	0	0	0	4933	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
0	0	0	0	0	1	0	5263	0	0	0	1	34167	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	20	0	1	73022
0	0	0	0	0	0	0	5381	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7
0	0	0	0	0	0	0	6032	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	44
0	0	0	0	1	0	0	6389	0	0	0	0	246	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	4	1	0	830
0	0	0	0	9	0	0	8610	1	0	0	0	581	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1483
0	0	0	0	0	0	0	10440	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75
0	0	0	0	0	0	0	8071	0	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
0	0	0	0	2	0	0	9313	2	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	567
0	0	0	0	0	0	0	13617	1	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29
0	0	0	0	1	0	0	11330	0	0	0	0	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	60
0	0	0	0	4	0	0	5089	0	0	0	0	146	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	332
0	0	0	0	0	0	0	17230	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	704
0	0	0	0	0	1	0	11837	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	68
0	0	0	0	0	0	0	22839	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
0	0	0	0	0	0	0	13979	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	17200	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183
0	0	0	0	0	0	0	12717	0	0	0	0	21	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	65
0	0	0	0	0	0	0	6874	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	79
0	0	0	0	0	0	0	11913	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	84
2	0	0	0	0	0	0	15164	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
0	0	0	0	0	0	0	10274	0	0	1	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61
0	0	0	0	0	0	0	8091	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
0	0	0	0	0	4	0	9212	0	0	0	0	322	4	0	0	0	0	0	0	0	0	5	1	0	0	0	1	0	0	1	10	1	654
0	0	0	0	0	0	0	10288	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	770
0	0	0	0	0	2	0	9521	0	0	0	0	887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	1905
0	0	0	0	2	0	0	11691	0	0	0	1	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163
0	0	0	0	2	0	0	6497	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	81
0	0	0	0	0	0	0	10504	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7
0	0	0	0	0	0	0	12216	0	0	0	0	26	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	87
0	0	0	0	0	1	0	13736	0	0	0	0	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1718
0	0	0	0	0	0	0	11687	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	56
0	0	0	0	2	0	0	11919	0	0	0	0	1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3051
0	0	0	0	0	1	0	13964	0	0	1	0	41	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	159
0	0	0	0	0	0	0	9472	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1046
0	0	0	0	0	0	0	15038	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	197
0	0	0	0	0	0	0	10207	0	0	0	0	7090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	16604
0	0	0	0	0	0	0	11462	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1180
0	0	0	0	0	0	0	14303	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	916
0	0	0	0	0	0	0	11742	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
0	0	0	0	0	0	0	12519	0	0	0	0	4027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	10586
0	0	0	0	2	0	0	13109	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
0	0	0	0	0	0	0	17622	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57
0	0	0	0	0	0	0	17510	0	0	0	0	26	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	75
0	0	0	0	0	0	0	13742	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	15608	0	0	0	0	1884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4651
0	0	0	0	0	0	0	11178	1	0	0	0	3830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11189
0	0	0	0	0	0	0	9103	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	3751	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	4
0	0	0	0	0	0	0	7886	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1441
0	0	0	0	0	0	0	14286	0	0	0	0	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1441
0	0	0	0	0	1	0	9747	0	0	0	0	13	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	6	0	0	28
0	0	0	0	0	0	0	7077	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
0	0	6	0	0	0	0	7495	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	502
0	0	0	0	0	0	0	8322	1	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76
0	0	0	0	0	0	0	7108	0	0	0	0	17067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	47176
0	0	0	0	0	0	0	3869	0	0	0	0	7156	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	18922
0	0	0	0	0	0	0	9692	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178
0	0	0	0	0	0	0	10662	0	0	0	0	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	66
0	0	0	0	0	0	0	13785	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	23
0	0	0	0	0	0	0	8671	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7
0	0	0	0	0	0	0	14561	0	0	0	0	7463	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15587
0	0	0	0	0	0	0	2877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	16
0	0	0	0	0	1	0	10844	0	0	0	0	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4256
0	0	0	0	0	0	0	6135	0	0	0	0	438	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	934
0	0	0	0	0	0	0	7432	0	0	0	0	1620	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	4184
0	0	0	0	0	0	0	10438	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1440
0	0	0	0	0	0	0	19477	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	16
0	0	0	0	2	1	0	13270	1	0	0	1	39201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	0	1	83931
0	0	0	0	0	0	0	10364	0	0	0	0	654	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1435
0	0	0	0	0	0	0	5274	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
0	0	0	0	0	0	0	5348	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724
0	0	0	0	0	0	0	5810	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	9
0	0	0	0	2	0	0	11770	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5
0	0	0	0	0	0	0	14562	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	192
0	0	0	0	0	0	1	16317	0	0	0	0	1996	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	0	5047
0	0	0	0	2	1	0	12722	1	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	59
0	0	0	0	0	0	0	20923	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
0	0	0	0	0	0	0	4918	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	46
0	0	0	0	0	0	0	13219	0	0	0	0	7602	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	22583
0	0	2	0	0	2	0	18320	0	0	0	0	43	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	11	0	0	101
0	0	0	0	4	0	0	1971	0	0	1	0	1372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	0	0	4728
0	0	0	0	0	1	0	19016	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	57
0	0	0	0	0	1	0	10896	0	0	0	2	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	64
0	0	0	0	0	0	0	7855	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	41
1	0	0	0	0	1	0	8833	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	64
0	0	0	0	0	0	0	16716	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	288
0	0	0	0	0	2	0	8944	1	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	332
0	0	0	0	0	0	0	18283	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	85
0	2	4	0	0	0	0	10568	1	0	0	1	53756	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	35	0	0	116457
0	0	0	0	0	1	0	15348	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
0	0	0	0	3	0	0	17617	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8
0	0	0	0	0	0	0	10792	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	37
0	0	0	0	0	0	0	9422	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	14
0	0	0	0	3	0	0	13229	0	0	1	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	680
0	0	0	0	0	0	0	11104	0	0	0	0	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1908
0	0	0	0	0	0	0	13273	0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7
0	0	0	0	0	0	0	3959	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
0	1	0	0	0	0	0	7567	2	0	0	0	239	11	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	719
0	0	0	0	0	0	0	9030	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	29
0	0	0	0	0	1	0	10491	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	17
0	0	0	0	0	0	0	14814	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	74
0	0	0	0	0	0	0	15493	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663
0	0	0	1	0	0	0	16239	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	30
0	0	0	0	0	0	0	11700	1	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	42
0	7	2	0	2	0	0	14710	3341	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	6	0	0	9
0	0	0	0	0	0	0	11641	5	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	22
0	0	0	0	0	0	0	13189	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	52
0	0	0	0	0	0	0	10417	0	0	0	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	0	53
0	0	0	0	0	0	0	9261	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197
0	0	0	0	0	0	0	11844	2	0	1	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	93
0	0	0	0	0	0	0	8215	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6
0	0	0	0	0	0	0	13742	1	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	75
0	0	0	0	0	0	0	10701	2	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	525
0	0	0	0	0	0	0	9134	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
0	0	0	0	0	0	0	22502	0	0	0	0	24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	69
0	0	0	0	0	0	0	6146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
0	0	0	0	0	0	0	18545	1	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	56
0	0	0	0	0	0	0	10125	0	0	0	0	3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	7635
0	0	0	0	0	0	0	11695	0	0	2	0	22	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	81
0	0	0	0	0	0	0	11031	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	46
0	0	0	0	0	0	0	12166	0	0	0	0	300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	773
0	0	0	0	0	0	0	9947	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
0	0	0	0	0	0	0	8758	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	0	89
0	0	0	1	0	0	0	9133	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15
14	0	0	0	4	0	0	6426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	13814	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	27
0	0	0	0	0	0	0	17969	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	68
0	0	0	0	0	0	0	13948	1	0	0	0	882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	2145
0	0	0	0	0	1	0	11619	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	13	1	0	29
0	0	0	0	0	1	1	18443	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	372
0	0	0	0	0	1	0	15548	1	0	0	0	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3188
0	0	0	0	0	0	0	19515	0	0	1	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446
0	0	0	0	2	0	0	15544	0	0	0	0	2992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7658
0	0	0	0	0	0	0	10778	0	0	2	0	25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	79
0	0	0	0	0	0	0	5781	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	12591	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0	0	0	0	6204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	12679	0	0	3	0	3048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	9297
0	0	0	0	0	0	0	11133	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	73
0	0	0	0	0	0	0	5621	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	8907	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	1110
0	0	0	0	0	0	0	13354	0	0	0	0	2078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6	0	0	5484
0	0	0	0	0	0	0	16926	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
0	0	0	0	2	0	0	13732	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	46
0	0	0	0	0	0	0	12638	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7
0	0	0	0	0	0	0	7923	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	17428	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	11
0	0	0	0	0	0	0	11309	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
0	0	0	0	0	1	0	12734	0	0	0	1	1772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4094
0	0	0	0	0	0	0	10056	2	0	0	0	150	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	375
0	0	0	0	5	0	0	14227	0	0	5	0	26759	64	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0	0	66415
0	0	0	0	47	0	0	20689	0	0	0	0	29150	102	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	38	0	1	79125
0	0	2	0	17	1	0	12491	0	0	0	0	41863	120	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	2	1	103107
0	0	0	0	0	0	0	11205	0	0	1	0	4367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12762
0	0	0	0	0	0	0	10888	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73
